sub_id_6,sub_id_5,sub_id_3,sub_id_2,campaign,campaign_id,datetime,cost,revenue,profit,clicks,campaign_unique_clicks,conversions,roi_confirmed,lp_clicks,cr,lp_ctr,revenue_to_cost_ratio,conversion_rate,profit_margin,cluster,recommendation,reason,priority
23-07-2025 - DE - Rituals - Woman - Creative 4,Adset #3,120230627283350045,120230627398300045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753535591000,1.5767,0.0,-1.58,1,1,0,-100.0,0,0,0.0,0.0,0.0,-1.0020923434436841,-1,PAUSE,Outlier with poor performance - pause campaign,1
24-07-2025 - DE - Gillette - Man - Creative 1,Adset #5,120228794082060368,120228794152630368,Facebook.com - Sweeps - SOI - Gillette - DE - UA50 - BM2 - Acc 1,415,1753534926000,1.3533,0.0,-1.35,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9975607791614728,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 2,25-64 - Adset 5,120230831546810045,120230831546010045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529828000,1.86,0.0,-1.86,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994623658804,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 2,25-64 - Adset 4,120230831546810045,120230831545980045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529501000,1.6533,0.0,-1.65,1,1,0,-100.0,1,0,100.0,0.0,0.0,-0.9980033883727162,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 5,25-64 - Adset 4,120230831545890045,120230831546120045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529201000,5.09,0.0,-5.09,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999998035363844,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Gillette - Creative 4,MV25-64 - Adset 5,120228987231050368,120228987231480368,Facebook.com - Sweeps - SOI - Gillette - DE - UA50 - BM2 - Acc 1,415,1753528775000,0.7814,0.0,-0.78,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9982070665381795,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Barilla - Creative 1,MV25-64 - Adset 3,120230190686660235,120230191601340235,Facebook.com - Sweeps - SOI - Barilla - DE - UA49 - BM1 - Acc 3,443,1753527014000,0.855,0.0,-0.86,1,0,0,-100.0,1,0,100.0,0.0,0.0,-1.0058467767873955,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Makita - Photo - Creative 3,Adset #5,120227446586830519,120227446625420519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753524070000,1.06,0.0,-1.06,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9999990566046637,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Rituals - Woman - Creative 3,Adset #4,120230627196100045,120230627248460045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753523233000,1.0117,0.0,-1.01,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9983186732048304,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Makita - Man - Creative 3,Adset #5,120227403731420519,120227403860350519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753521661000,1.91,0.0,-1.91,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994764400647,-1,PAUSE,Outlier with poor performance - pause campaign,1
