sub_id_6,sub_id_5,sub_id_3,sub_id_2,campaign,campaign_id,datetime,cost,revenue,profit,clicks,campaign_unique_clicks,conversions,roi_confirmed,lp_clicks,cr,lp_ctr,revenue_to_cost_ratio,conversion_rate,profit_margin,cluster,recommendation,reason,priority
23-07-2025 - DE - Rituals - Woman - Creative 4,Adset #3,120230627283350045,120230627398300045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753531635000,2.235,0.0,-2.24,1,1,0,-100.0,0,0,0.0,0.0,0.0,-1.0022366880372762,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 2,25-64 - Adset 5,120230831546810045,120230831546010045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529828000,1.68,0.0,-1.68,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994047622591,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 2,25-64 - Adset 4,120230831546810045,120230831545980045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529501000,1.6533,0.0,-1.65,1,1,0,-100.0,1,0,100.0,0.0,0.0,-0.9980033883727162,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 5,25-64 - Adset 4,120230831545890045,120230831546120045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753529201000,5.09,0.0,-5.09,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999998035363844,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Barilla - Creative 1,MV25-64 - Adset 3,120230190686660235,120230191601340235,Facebook.com - Sweeps - SOI - Barilla - DE - UA49 - BM1 - Acc 3,443,1753527014000,0.595,0.0,-0.6,1,0,0,-100.0,1,0,100.0,0.0,0.0,-1.008401666551821,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Makita - Photo - Creative 3,Adset #5,120227446586830519,120227446625420519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753524070000,1.02,0.0,-1.02,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9999990196088044,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Rituals - Woman - Creative 3,Adset #4,120230627196100045,120230627248460045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753523233000,1.0117,0.0,-1.01,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9983186732048304,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Makita - Man - Creative 3,Adset #5,120227403731420519,120227403860350519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753521661000,1.75,0.0,-1.75,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994285717552,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Xiaomi - Creative 2,Adset #2,120229974586200210,120229974707850210,Facebook.com - Sweeps - SOI - Xiaomi - DE - UA83 - BM1 - Acc 2,430,1753521237000,0.984,0.0,-0.98,1,0,0,-100.0,0,0,0.0,0.0,0.0,-0.9959339472215983,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Gillette - Creative 1,MV25-64 - Adset 2,120228985740590368,120228987067740368,Facebook.com - Sweeps - SOI - Gillette - DE - UA50 - BM2 - Acc 1,415,1753520388000,2.055,0.0,-2.06,1,1,0,-100.0,1,0,100.0,0.0,0.0,-1.0024326022225778,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Makita - Photo - Creative 4,Adset #5,120227446635140519,120227446674910519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753520057000,1.98,0.0,-1.98,1,1,0,-100.0,1,0,100.0,0.0,0.0,-0.99999949494975,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Xiaomi - Man - Creative 4,MV25-64 - Adset 1,120232532219850679,120232532220510679,Facebook.com - Sweeps - SOI - Xiaomi - DE - UA82 - BM1 - Acc 5,455,1753518205000,1.94,0.0,-1.94,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994845363482,-1,PAUSE,Outlier with poor performance - pause campaign,1
24-07-2025 - DE - Makita - Photos NEW - Man - Creative 5,Adset #3,120227495561110519,120227495627670519,Facebook.com - Sweeps - SOI - Makita - DE - UA83 - BM1 - Acc 1,426,1753509300000,1.33,0.0,-1.33,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999992481208662,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - UK - Lenor - Woman - Creative 5,Adset #2,120231940484510400,120231940503770400,Facebook.com - Sweeps - SOI - Lenor - UK - UA25 - BM1 - Acc 3,457,1753488323000,0.01,0.0,-0.01,1,0,0,-100.0,1,0,100.0,0.0,0.0,-0.9999000099990002,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Rituals - Woman - Creative 1,Adset #3,120230627012310045,120230627065100045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753486541000,2.105,0.0,-2.11,1,1,0,-100.0,0,0,0.0,0.0,0.0,-1.0023748207245506,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Xiaomi - Man - Creative 2,MV25-64 - Adset 3,120232531200490679,120232531200750679,Facebook.com - Sweeps - SOI - Xiaomi - DE - UA82 - BM1 - Acc 5,455,1753485851000,2.575,0.0,-2.58,1,1,0,-100.0,1,0,100.0,0.0,0.0,-1.0019413584693753,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Barilla - Creative 2,MV25-64 - Adset 5,120230191643550235,120230191644710235,Facebook.com - Sweeps - SOI - Barilla - DE - UA49 - BM1 - Acc 3,443,1753470580000,1.95,0.0,-1.95,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999994871797502,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - UK - Lenor - Woman - Creative 1,Adset #4,120231939782770400,120231939923470400,Facebook.com - Sweeps - SOI - Lenor - UK - UA25 - BM1 - Acc 3,457,1753466577000,0.2322,0.0,-0.23,1,0,0,-100.0,1,0,100.0,0.0,0.0,-0.9905211433197963,-1,PAUSE,Outlier with poor performance - pause campaign,1
25-07-2025 - DE - Rituals - Creative 1,25-64 - Adset 1,120230831091010045,120230831091020045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753466249000,1.51,0.0,-1.51,1,1,0,-100.0,1,0,100.0,0.0,0.0,-0.999999337748783,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Rituals - Woman - Creative 4,Adset #4,120230627283350045,120230627409580045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753466206000,1.675,0.0,-1.68,1,0,0,-100.0,0,0,0.0,0.0,0.0,-1.0029844758301636,-1,PAUSE,Outlier with poor performance - pause campaign,1
23-07-2025 - DE - Rituals - Woman - Creative 5,Adset #4,120230627430160045,120230627477250045,Facebook.com - Sweeps - SOI - Rituals - DE - UA85 - BM1 - Acc 1,458,1753459028000,1.28,0.0,-1.28,1,1,0,-100.0,0,0,0.0,0.0,0.0,-0.9999992187506104,-1,PAUSE,Outlier with poor performance - pause campaign,1
